ID,Movie_Name,URL,Director,Producer,Writer,Casting,Budget,Box_Office,Duration,Year,Rating,Rating_count,Genre,Inflated_Box_Office,Inflated_Budget,Performance,Profit
Happy_Bhaag_Jayegi,Happy Bhaag Jayegi,https://wikipedia.org/wiki/Happy_Bhaag_Jayegi,Mudassar Aziz,"Aanand L. Rai, Krishika Lulla",Mudassar Aziz,"Diana Penty, Abhay Deol, Jimmy Sheirgill, Ali Fazal, Momal Sheikh",20.0,47.0,2h 6m,2016,6.4,5700,Comedy,74.91,31.88,Superhit,2.35
Bhaiyya_Ji,Bhaiyya Ji,https://wikipedia.org/wiki/Bhaiyya_Ji,Apoorv Singh Karki,"Vinod Bhanushali, Kamlesh Bhanushali, Manoj Bajpayee, Shabana Raza, Shael Oswal, Samiksha Oswal","Apoorv Singh Karki, Deepak Kingrani","Manoj Bajpayee, Zoya Hussain, Suvinder Vicky, Jatin Goswami",50.0,12.0,2h 30m,2024,6.6,5700,Comedy,12.0,50.0,Flop,0.24
Gupt:_The_Hidden_Truth,Gupt: The Hidden Truth,https://wikipedia.org/wiki/Gupt:_The_Hidden_Truth,Rajiv Rai,"Gulshan Rai, Rajiv Rai",,"Bobby Deol, Kajol, Manisha Koirala, Om Puri",9.5,33.0,2h 53m,1997,7.3,5700,Thriller,159.14,45.81,Superhit,3.473684210526316
Ta_Ra_Rum_Pum,Ta Ra Rum Pum,https://wikipedia.org/wiki/Ta_Ra_Rum_Pum,Siddharth Anand,Aditya Chopra,,"Saif Ali Khan, Rani Mukerji, Angelina Idnani, Ali Haji, Javed Jaffrey",28.0,72.0,2h 33m,2007,5.7,5700,Sports,193.88,75.4,Superhit,2.5714285714285716
Ujda_Chaman,Ujda Chaman,https://wikipedia.org/wiki/Ujda_Chaman,Abhishek Pathak,"Kumar Mangat Pathak, Abhishek Pathak",Danish J. Singh,"Sunny Singh, Maanvi Gagroo, Saurabh Shukla, Karishma Sharma",12.0,13.0,2h,2019,6.9,5700,Comedy,17.4,16.06,Average,1.0833333333333333
Soorma,Soorma,https://wikipedia.org/wiki/Soorma,Shaad Ali,"Sony Pictures Networks Productions, Deepak Singh, Chitrangda Singh","Suyash Trivedi, Shaad Ali, Siva Ananth","Diljit Dosanjh, Taapsee Pannu, Angad Bedi",31.0,48.0,2h 11m,2018,7.3,5600,Biographical,68.09,43.97,Semihit,1.5483870967741935
Cheeni_Kum,Cheeni Kum,https://wikipedia.org/wiki/Cheeni_Kum,R. Balki,Sunil Manchanda,R. Balki,"Amitabh Bachchan, Tabu, Paresh Rawal, Zohra Sehgal, Swini Khara",11.0,32.0,2h 20m,2007,6.8,5600,Romance,86.17,29.62,Superhit,2.909090909090909
Rahasya,Rahasya,https://wikipedia.org/wiki/Rahasya,Manish Gupta,"Monica Vimal Maluka, Robinson Duggal",Manish Gupta,"Kay Kay Menon, Tisca Chopra, Ashish Vidyarthi, Mita Vashisht, Ashwini Kalsekar",6.0,3.0,2h 3m,2015,7.6,5600,Thriller,5.07,10.14,Flop,0.5
Tumhari_Sulu,Tumhari Sulu,https://wikipedia.org/wiki/Tumhari_Sulu,Suresh Triveni,"Bhushan Kumar, Tanuj Garg, Krishan Kumar, Atul Kasbekar, Shanti Sivaram Maini","Suresh Triveni, Vijay Maurya","Vidya Balan, Neha Dhupia, Manav Kaul, Abhishek Sharma",20.0,51.0,2h 30m,2017,7.0,5600,Drama,76.69,30.07,Superhit,2.55
The_Attacks_of_26/11,The Attacks of 26/11,https://wikipedia.org/wiki/The_Attacks_of_26/11,Ram Gopal Varma,Parag Sanghvi,"Ram Gopal Varma, Rommel Rodrigues","Nana Patekar, Sanjeev Jaiswal",22.0,23.0,1h 56m,2013,6.9,5500,Thriller,43.66,41.76,Average,1.0454545454545454
Kurbaan_(2009_film),Kurbaan,https://wikipedia.org/wiki/Kurbaan_(2009_film),Rensil D'Silva,"Hiroo Yash Johar, Karan Johar","Anurag Kashyap, Niranjan Iyengar","Saif Ali Khan, Kareena Kapoor, Om Puri, Kirron Kher, Vivek Oberoi, Dia Mirza",2.0,43.0,2h 13m,1991,4.2,646,Thriller,294.15,13.68,Blockbuster,21.5
Akele_Hum_Akele_Tum,Akele Hum Akele Tum,https://wikipedia.org/wiki/Akele_Hum_Akele_Tum,Mansoor Khan,"Champak Jain, Ratan Jain","Mansoor Khan, Nasir Hussain","Aamir Khan, Manisha Koirala, Adil Rizvi",4.5,12.0,2h 40m,1995,6.9,5500,Romance,65.02,24.38,Superhit,2.6666666666666665
A_Flying_Jatt,A Flying Jatt,https://wikipedia.org/wiki/A_Flying_Jatt,Remo D'Souza,"Ekta Kapoor, Shobha Kapoor","Remo D'Souza, Tushar Hiranandani, Aakash Kaushik, Madhur Sharma","Tiger Shroff, Jacqueline Fernandez, Nathan Jones",35.0,56.0,2h 31m,2016,3.1,5500,Action,89.26,55.78,Semihit,1.6
City_Lights_(2014_film),City Lights,https://wikipedia.org/wiki/City_Lights_(2014_film),Hansal Mehta,Mukesh Bhatt,,"Rajkummar Rao, Patralekha",9.0,9.0,2h 6m,2014,7.3,5500,Drama,16.12,16.12,Average,1.0
Taarzan:_The_Wonder_Car,Taarzan: The Wonder Car,https://wikipedia.org/wiki/Taarzan:_The_Wonder_Car,Abbas Mustan,Gordhan Tanwani,"Lalit Mahajan, Sunny Mahajan","Vatsal Sheth, Ayesha Takia, Ajay Devgn",14.0,6.0,2h 43m,2004,4.7,5500,Fantasy,19.24,44.9,Flop,0.42857142857142855
Phata_Poster_Nikla_Hero,Phata Poster Nikla Hero,https://wikipedia.org/wiki/Phata_Poster_Nikla_Hero,Rajkumar Santoshi,Ramesh Taurani,Rajkumar Santoshi,"Shahid Kapoor, Ileana D'Cruz",54.0,72.0,2h 26m,2013,4.9,5500,Comedy,136.68,102.51,Semihit,1.3333333333333333
Kaante,Kaante,https://wikipedia.org/wiki/Kaante,Sanjay Gupta,"Pritish Nandy, Film Club Limited, Larry Mortoff, Sanjay Sippy",Milap Zaveri,"Amitabh Bachchan, Sanjay Dutt, Sunil Shetty, Lucky Ali, Mahesh Manjrekar, Kumar Gaurav",30.0,43.0,2h 34m,2002,6.6,5500,Thriller,154.95,108.11,Semihit,1.4333333333333333
Ghayal_Once_Again,Ghayal Once Again,https://wikipedia.org/wiki/Ghayal_Once_Again,Sunny Deol,"Dharmendra, Jai Dev Banerjee","Vishal Vijay Kumar, Sanjay Masoom, Sunny Deol","Sunny Deol, Om Puri, Soha Ali Khan, Shivam Patil, Rishabh Arora, Abhilash Kumar, Neha Khan, Aanchal Munjal, Narendra Jha",50.0,45.0,2h 7m,2016,6.2,5400,Action,71.72,79.69,Flop,0.9
Satyagraha_(film),Satyagraha,https://wikipedia.org/wiki/Satyagraha_(film),Prakash Jha,"Prakash Jha, Ronnie Screwvala, Siddharth Roy Kapur","Anjum Rajabali, Prakash Jha","Amitabh Bachchan, Ajay Devgn, Kareena Kapoor Khan, Arjun Rampal, Amrita Rao, Manoj Bajpayee",73.0,97.0,2h 32m,2013,5.9,5400,Drama,184.13,138.58,Semihit,1.3287671232876712
Laal_Kaptaan,Laal Kaptaan,https://wikipedia.org/wiki/Laal_Kaptaan,Navdeep Singh,"Sunil Lulla, Anand L. Rai","Deepak Venkateshan, Abdul Rafay Chandio, Navdeep Singh, Sudip Sharma","Saif Ali Khan, Manav Vij, Zoya Hussain, Sonakshi Sinha",35.0,2.0,2h 35m,2019,7.2,5400,Historical,2.68,46.84,Flop,0.05714285714285714
Mera_Naam_Joker,Mera Naam Joker,https://wikipedia.org/wiki/Mera_Naam_Joker,Raj Kapoor,Raj Kapoor,,"Raj Kapoor, Simi Garewal, Rishi Kapoor, Kseniya Ryabinkina, Padmini, Manoj Kumar, Dharmendra, Dara Singh, Rajendra Kumar",6.0,8.0,3h 44m,1970,7.9,5400,Drama,186.04,139.53,Semihit,1.3333333333333333
Kochadaiiyaan,Kochadaiiyaan,https://wikipedia.org/wiki/Kochadaiiyaan,Soundarya Rajinikanth,"Sunil Lulla, Sunanda Murali Manohar, Prashita Chaudhary",K. S. Ravikumar,"Rajinikanth, Deepika Padukone, Shobana",125.0,42.0,1h 58m,2014,6.2,5400,Action,75.22,223.86,Flop,0.336
Bandit_Queen,Bandit Queen,https://wikipedia.org/wiki/Bandit_Queen,Shekhar Kapur,Bobby Bedi,Mala Sen,"Seema Biswas, Nirmal Pandey",3.25,22.0,1h 59m,1994,7.5,5400,Biographical,126.36,18.67,Blockbuster,6.769230769230769
Chori_Chori_Chupke_Chupke,Chori Chori Chupke Chupke,https://wikipedia.org/wiki/Chori_Chori_Chupke_Chupke,Abbas Mustan,Nazim Rizvi,,"Salman Khan, Rani Mukerji, Preity Zinta",13.0,38.0,2h 45m,2001,5.5,5300,Drama,145.15,49.66,Superhit,2.923076923076923
36_China_Town,36 China Town,https://wikipedia.org/wiki/36_China_Town,Abbas Mustan,Subhash Ghai,,"Akshaye Khanna, Shahid Kapoor, Kareena Kapoor, Paresh Rawal, Payal Rohatgi, Johnny Lever, Tannaz Irani, Isha Koppikar, Priyanka Chopra, Tanushree Dutta, Upen Patel, Aasif Sheikh",19.0,38.0,2h 20m,2006,5.8,5300,Comedy,108.46,54.23,Superhit,2.0
Ghanchakkar_(film),Ghanchakkar,https://wikipedia.org/wiki/Ghanchakkar_(film),Rajkumar Gupta,"Ronnie Screwvala, Siddharth Roy Kapur","Parveez Shaikh, Rajkumar Gupta","Emraan Hashmi, Vidya Balan, Rajesh Sharma, Namit Das",29.0,38.0,2h 17m,2013,5.9,5300,Comedy,72.14,55.05,Semihit,1.3103448275862069
Blue_(2009_film),Blue,https://wikipedia.org/wiki/Blue_(2009_film),Anthony D'Souza,"Dhilin Mehta, Ronnie Screwvala","Anthony D'Souza, Jasmine M. D'Souza, Mayur Puri","Sanjay Dutt, Akshay Kumar, Lara Dutta, Katrina Kaif, Zayed Khan, Rahul Dev",75.0,64.0,1h 59m,2009,3.8,5300,Action,153.38,179.74,Flop,0.8533333333333334
Baadshaho,Baadshaho,https://wikipedia.org/wiki/Baadshaho,Milan Luthria,"Bhushan Kumar, Krishan Kumar, Milan Luthria",Rajat Arora,"Ajay Devgn, Emraan Hashmi, Ileana D'Cruz, Vidyut Jammwal, Esha Gupta, Sanjay Mishra, Priyanshu Chatterjee",90.0,124.0,2h 4m,2017,4.9,5300,Action,186.45,135.33,Semihit,1.3777777777777778
Aiyaary,Aiyaary,https://wikipedia.org/wiki/Aiyaary,Neeraj Pandey,"Shital Bhatia, Dhaval Jayantilal Gada, Aksshay Jayantilal Gada, Motion Picture Capital",Neeraj Pandey,"Sidharth Malhotra, Manoj Bajpayee, Rakul Preet Singh, Pooja Chopra, Adil Hussain, Kumud Mishra, Naseeruddin Shah, Anupam Kher",65.0,34.0,2h 37m,2018,5.3,5300,Thriller,48.23,92.2,Flop,0.5230769230769231
Apaharan,Apaharan,https://wikipedia.org/wiki/Apaharan,Prakash Jha,Prakash Jha,,"Ajay Devgn, Bipasha Basu, Nana Patekar",11.0,23.0,2h 53m,2005,7.4,5200,Crime,69.59,33.28,Superhit,2.090909090909091
Raincoat_(film),Raincoat,https://wikipedia.org/wiki/Raincoat_(film),Rituparno Ghosh,Shree Venkatesh Films,"Rituparno Ghosh, Usha Ganguly","Ajay Devgn, Aishwarya Rai, Annu Kapoor, Mouli Ganguly, Surekha Sikri",5.0,5.0,1h 57m,2004,7.7,5100,Drama,16.04,16.04,Average,1.0
Players_(2012_film),Players,https://wikipedia.org/wiki/Players_(2012_film),Abbas Mustan,Abbas–Mustan,"Rohit Jugraj, Sudip Sharma","Vinod Khanna, Abhishek Bachchan, Bobby Deol, Sonam Kapoor, Bipasha Basu, Neil Nitin Mukesh, Sikandar Kher, Omi Vaidya",70.0,75.0,2h 43m,2012,4.3,5100,Action,150.91,140.85,Average,1.0714285714285714
Laal_Rang,Laal Rang,https://wikipedia.org/wiki/Laal_Rang,Syed Ahmad Afzal,"Nitika Thakur, Krian Media","Syed Ahmad Afzal, Pankaj Matta","Randeep Hooda, Akshay Oberoi, Rajneesh Duggal, Pia Bajpai, Meenakshi Dixit, Shreya Narayan",10.0,23.0,2h 27m,2016,7.8,500,Drama,36.66,15.94,Superhit,2.3
Garv:_Pride_and_Honour,Garv: Pride and Honour,https://wikipedia.org/wiki/Garv:_Pride_and_Honour,Puneet Issar,"Prem Krishen, Sunil Mehta",,"Salman Khan, Shilpa Shetty, Arbaaz Khan, Amrish Puri, Farida Jalal",17.0,24.0,2h 42m,2004,5.6,500,Action,76.97,54.52,Semihit,1.411764705882353
God_Tussi_Great_Ho,God Tussi Great Ho,https://wikipedia.org/wiki/God_Tussi_Great_Ho,Rumi Jaffery,"Afzal Khan, Sohail Khan",Rumi Jaffery,"Amitabh Bachchan, Salman Khan, Priyanka Chopra, Sohail Khan",21.0,26.0,2h 32m,2008,3.7,500,Comedy,66.05,53.35,Average,1.2380952380952381
London_Dreams,London Dreams,https://wikipedia.org/wiki/London_Dreams,Vipul Shah,Vipul Shah,,"Salman Khan, Ajay Devgn, Asin Thottumkal, Aditya Roy Kapur, Rannvijay Singh, Om Puri",45.0,41.0,2h 26m,2009,5.4,500,Drama,98.26,107.85,Flop,0.9111111111111111
Mela_(2000_film),Mela,https://wikipedia.org/wiki/Mela_(2000_film),Dharmesh Darshan,Ganesh Jain,,"Aamir Khan, Twinkle Khanna, Faisal Khan, Johnny Lever, Tinu Verma",18.0,25.0,2h 52m,2000,3.7,500,Action,101.22,72.88,Semihit,1.3888888888888888
Kuch_Khattaa_Ho_Jaay,Kuch Khattaa Ho Jaay,https://wikipedia.org/wiki/Kuch_Khattaa_Ho_Jaay,G. Ashok,"Amit Bhatia, Laveena Bhatia","Raj Saluja, Niket Pandey, Vijay Pal Singh","Guru Randhawa, Saiee Manjrekar",4.0,2.0,2h 5m,2024,5.9,4900,Comedy,2.0,4.0,Flop,0.5
Mere_Dad_Ki_Maruti,Mere Dad Ki Maruti,https://wikipedia.org/wiki/Mere_Dad_Ki_Maruti,Ashima Chibber,Ashish Patil,,"Saqib Saleem, Rhea Chakraborty, Ram Kapoor, Prabal Panjabi, Ravi Kishan",10.0,12.0,1h 41m,2013,6.4,4900,Comedy,22.78,18.98,Average,1.2
I_Am_Kalam,I Am Kalam,https://wikipedia.org/wiki/I_Am_Kalam,Nila Madhab Panda,"Santanu Mishra, Jitendra Mishra (Associate)",,"Harsh Mayar, Gulshan Grover, Hussan Saad, Dharmveer Jakhar, Pitobash Tripathy, Beatrice Ordeix",3.0,6.0,1h 28m,2010,7.9,4900,Drama,13.57,6.78,Superhit,2.0
All_That_Breathes,All That Breathes,https://wikipedia.org/wiki/All_That_Breathes,Shaunak Sen,"Shaunak Sen, Aman Mann, Teddy Leifer",,"Mohammad Saud, Nadeem Shehzad, Salik Rehman",5.0,0.8,1h 37m,2022,7.0,4900,Documentary,0.9,5.62,Flop,0.16
Made_in_China_(2019_film),Made in China,https://wikipedia.org/wiki/Made_in_China_(2019_film),Mikhil Musale,Dinesh Vijan,"Karan Vyas, Niren Bhatt","Rajkummar Rao, Mouni Roy, Boman Irani",30.0,13.0,2h 8m,2019,6.2,4900,Comedy,17.4,40.15,Flop,0.43333333333333335
Har_Dil_Jo_Pyar_Karega,Har Dil Jo Pyar Karega...,https://wikipedia.org/wiki/Har_Dil_Jo_Pyar_Karega,Raj Kanwar,Sajid Nadiadwala,Rumi Jaffery,"Salman Khan, Preity Zinta, Rani Mukerji",13.0,32.0,2h 53m,2000,5.1,4900,Romance,129.57,52.64,Superhit,2.4615384615384617
OK_Jaanu,OK Jaanu,https://wikipedia.org/wiki/OK_Jaanu,Shaad Ali,"Mani Ratnam, Karan Johar, Apoorva Mehta, Hiroo Yash Johar","Mani Ratnam, Gulzar","Aditya Roy Kapur, Shraddha Kapoor, Naseeruddin Shah, Leela Samson, Prahlad Kakkar",27.0,39.0,2h 15m,2017,5.3,4900,Romance,58.64,40.6,Semihit,1.4444444444444444
Ek_Ladki_Ko_Dekha_Toh_Aisa_Laga,Ek Ladki Ko Dekha Toh Aisa Laga,https://wikipedia.org/wiki/Ek_Ladki_Ko_Dekha_Toh_Aisa_Laga,Shelly Chopra Dhar,Vidhu Vinod Chopra,,"Anil Kapoor, Sonam Kapoor, Rajkummar Rao, Juhi Chawla, Regina Cassandra, Akshay Oberoi",30.0,40.0,2h,2019,5.6,4800,Romance,53.53,40.15,Semihit,1.3333333333333333
Velle_(film),Velle,https://wikipedia.org/wiki/Velle_(film),Deven Munjal,"Nandini Sharma, Aarushi Malhotra, Rajnish Khanuja",Pankaj Kumar,"Abhay Deol, Mouni Roy, Karan Deol, Anya Singh",12.0,19.0,2h 5m,2021,5.9,4800,Comedy,22.63,14.29,Semihit,1.5833333333333333
Yeh_Dillagi,Yeh Dillagi,https://wikipedia.org/wiki/Yeh_Dillagi,Naresh Malhotra,"Yash Chopra, Uday Chopra",Sachin Bhowmik,"Akshay Kumar, Kajol, Saif Ali Khan",2.0,11.0,2h 35m,1994,5.9,4800,Romance,63.18,11.49,Blockbuster,5.5
Yeh_Saali_Zindagi,Yeh Saali Zindagi,https://wikipedia.org/wiki/Yeh_Saali_Zindagi,Sudhir Mishra,Prakash Jha,,"Irrfan Khan, Arunoday Singh, Chitrangada Singh, Aditi Rao Hydari",8.0,11.0,2h 10m,2011,7.4,4800,Crime,23.46,17.06,Semihit,1.375
Yuvvraaj,Yuvvraaj,https://wikipedia.org/wiki/Yuvvraaj,Subhash Ghai,Subhash Ghai,"Sachin Bhowmick, Subhash Ghai, Kamlesh Pandey","Salman Khan, Boman Irani, Anil Kapoor, Zayed Khan, Katrina Kaif",48.0,31.0,2h 31m,2008,4.1,4700,Drama,78.75,121.94,Flop,0.6458333333333334
Dil_Bole_Hadippa!,Dil Bole Hadippa!,https://wikipedia.org/wiki/Dil_Bole_Hadippa!,Anurag Singh,Aditya Chopra,"Jaya, Aparajita","Rani Mukerji, Shahid Kapoor, Sherlyn Chopra, Anupam Kher, Dalip Tahil",35.0,65.0,2h 28m,2009,4.7,4700,Sports,155.78,83.88,Hit,1.8571428571428572
Sabse_Bada_Khiladi,Sabse Bada Khiladi,https://wikipedia.org/wiki/Sabse_Bada_Khiladi,Umesh Mehra,Keshu Ramsay,"Umesh Mehra, Ved Prakash Sharma","Akshay Kumar, Mamta Kulkarni, Mohnish Behl, Gulshan Grover, Sadashiv Amrapurkar",4.0,16.0,2h 42m,1995,5.9,4700,Action,86.69,21.67,Blockbuster,4.0
Khamoshi:_The_Musical,Khamoshi the Musical,https://wikipedia.org/wiki/Khamoshi:_The_Musical,Sanjay Leela Bhansali,Sibte Hassan Rizvi,"Sanjay Leela Bhansali, Sutapa Sikdar","Manisha Koirala, Nana Patekar, Salman Khan, Seema Biswas, Helen, Raghuvir Yadav",6.0,14.0,2h 40m,1996,7.5,4700,Drama,71.56,30.67,Superhit,2.3333333333333335
Kyon_Ki...,Kyon Ki...,https://wikipedia.org/wiki/Kyon_Ki...,Priyadarshan,"Mukesh Talreja, Sunil Manchanda","Priyadarshan, Sanjay Chhel","Salman Khan, Jackie Shroff, Kareena Kapoor, Suniel Shetty, Rimi Sen, Om Puri",21.0,23.0,2h 40m,2005,5.5,4700,Drama,69.59,63.54,Average,1.0952380952380953
Dil_Hai_Ke_Manta_Nahin,Dil Hai Ke Manta Nahin,https://wikipedia.org/wiki/Dil_Hai_Ke_Manta_Nahin,Mahesh Bhatt,Gulshan Kumar,"Robin Bhatt, Sharad Joshi","Aamir Khan, Pooja Bhatt",10.0,4.0,2h 34m,1991,7.2,4700,Romance,27.36,68.41,Flop,0.4
Ishq_Vishk,Ishq Vishk,https://wikipedia.org/wiki/Ishq_Vishk,Ken Ghosh,"Kumar S. Taurani, Ramesh S. Taurani",,"Shahid Kapoor, Amrita Rao, Shenaz Treasurywala",5.0,12.0,2h 14m,2003,6.1,4700,Romance,40.79,17.0,Superhit,2.4
Double_Dhamaal,Double Dhamaal,https://wikipedia.org/wiki/Double_Dhamaal,Indra Kumar,"Ashok Thakeria, Indra Kumar","Tushar Hiranandani, Farhad Sajid","Sanjay Dutt, Riteish Deshmukh, Arshad Warsi, Aashish Chaudhary, Javed Jaffrey, Mallika Sherawat, Kangana Ranaut",45.0,71.0,2h 18m,2011,4.0,4700,Comedy,151.44,95.98,Semihit,1.5777777777777777
Marjaavaan,Marjaavaan,https://wikipedia.org/wiki/Marjaavaan,Milap Milan Zaveri,"Bhushan Kumar, Krishan Kumar, Divya Khosla Kumar, Monisha Advani, Madhu Bhojwani, Nikkhil Advani",Milap Milan Zaveri,"Riteish Deshmukh, Sidharth Malhotra, Tara Sutaria",38.0,65.0,2h 32m,2019,3.7,4600,Action,86.98,50.85,Semihit,1.7105263157894737
Ek_Thi_Daayan,Ek Thi Daayan,https://wikipedia.org/wiki/Ek_Thi_Daayan,Kannan Iyer,"Ekta Kapoor, Shobha Kapoor, Vishal Bhardwaj, Rekha Bhardwaj","Mukul Sharma, Vishal Bhardwaj","Emraan Hashmi, Huma Qureshi, Konkona Sen Sharma, Kalki Koechlin",25.0,40.0,2h 15m,2013,5.7,4600,Thriller,75.93,47.46,Semihit,1.6
Ramaiya_Vastavaiya,Ramaiya Vastavaiya,https://wikipedia.org/wiki/Ramaiya_Vastavaiya,Prabhu Deva,Kumar S. Taurani,,"Girish Kumar, Shruti Haasan, Sonu Sood",38.0,38.0,2h 28m,2013,5.8,4600,Romance,72.14,72.14,Average,1.0
Bewakoofiyaan,Bewakoofiyaan,https://wikipedia.org/wiki/Bewakoofiyaan,Nupur Asthana,Aditya Chopra,,"Ayushmann Khurrana, Sonam Kapoor, Rishi Kapoor",22.0,22.0,1h 59m,2014,5.5,4600,Romance,39.4,39.4,Average,1.0
Raja_Natwarlal,Raja Natwarlal,https://wikipedia.org/wiki/Raja_Natwarlal,Kunal Deshmukh,Siddharth Roy Kapur,"Parveez Shaikh, Sanjay Masoomm","Emraan Hashmi, Humaima Malik, Paresh Rawal, Kay Kay Menon, Deepak Tijori, Prasad Oak, Prachi Shah",47.0,27.0,2h 21m,2014,6.2,4600,Thriller,48.35,84.17,Flop,0.574468085106383
Kyaa_Kool_Hain_Hum_3,Kyaa Kool Hain Hum 3,https://wikipedia.org/wiki/Kyaa_Kool_Hain_Hum_3,Umesh Ghadge,"Ekta Kapoor, Shobha Kapoor",Milap Zaveri,"Tusshar Kapoor, Aftab Shivdasani, Mandana Karimi, Krishna Abhishek, Gizele Thakral, Claudia Ciesla, Darshan Jariwala",26.0,33.0,2h 4m,2016,1.9,4500,Comedy,52.6,41.44,Semihit,1.2692307692307692
Simran_(film),Simran,https://wikipedia.org/wiki/Simran_(film),Hansal Mehta,"Bhushan Kumar, Krishan Kumar, Shailesh R Singh, Amit Agarwal",Apurva Asrani,"Kangana Ranaut, Sohum Shah, Hiten Kumar, Kishori Shahane",28.0,27.0,2h 4m,2017,5.2,4500,Drama,40.6,42.1,Flop,0.9642857142857143
Awara_(1951_film),Awara,https://wikipedia.org/wiki/Awara_(1951_film),Raj Kapoor,Raj Kapoor,Khwaja Ahmad Abbas,"Prithviraj Kapoor, Nargis, Raj Kapoor, Leela Chitnis, K. N. Singh, Shashi Kapoor",0.5,16.0,2h 48m,1951,7.8,4500,Drama,1125.77,35.18,All Time BlockBuster,32.0
Cash_(2007_film),Cash,https://wikipedia.org/wiki/Cash_(2007_film),Anubhav Sinha,"Sohail Maklai, Anish Ranjan","Vinay, Yash","Ajay Devgn, Sunil Shetty, Esha Deol, Riteish Deshmukh, Zayed Khan, Shamita Shetty, Dia Mirza",32.0,29.0,1h 58m,2021,6.5,4500,Action,34.54,38.11,Flop,0.90625
Fiza,Fiza,https://wikipedia.org/wiki/Fiza,Khalid Mohammed,Pradeep Guha,"Khalid Mohammed, Javed Siddiqui","Karisma Kapoor, Jaya Bachchan, Hrithik Roshan",5.5,32.0,2h 50m,2000,6.0,4500,Drama,129.57,22.27,Blockbuster,5.818181818181818
Neeyat_(2023_film),Neeyat,https://wikipedia.org/wiki/Neeyat_(2023_film),Anu Menon,Vikram Malhotra,"Anu Menon, Girvani Dhyani, Advaita Kala, Priya Venkataraman","Vidya Balan, Ram Kapoor, Rahul Bose, Dipannita Sharma, Shashank Arora, Shahana Goswami, Neeraj Kabi, Amrita Puri, Danesh Razvi, Prajakta Koli",5.0,6.0,2h 14m,2023,5.3,4500,Thriller,6.36,5.3,Average,1.2
Kill_Dil,Kill Dil,https://wikipedia.org/wiki/Kill_Dil,Shaad Ali,Aditya Chopra,"Nitesh Tiwari, Shreyas Jain, Nikhil Mehrotra","Ranveer Singh, Ali Zafar, Parineeti Chopra, Govinda",40.0,52.0,2h 7m,2014,4.4,4500,Action,93.12,71.63,Semihit,1.3
Double_XL,Double XL,https://wikipedia.org/wiki/Double_XL,Satramm Ramani,"Bhushan Kumar, Krishan Kumar, Vipul D. Shah, Ashwin Warde, Rajesh Bahl, Saqib Saleem, Huma Qureshi, Mudassar Aziz",,"Sonakshi Sinha, Huma Qureshi, Zaheer Iqbal, Mahat Raghavendra",20.0,1.0,2h 8m,2022,4.6,4500,Comedy,1.12,22.47,Flop,0.05
Aurangzeb_(film),Aurangzeb,https://wikipedia.org/wiki/Aurangzeb_(film),Atul Sabharwal,Aditya Chopra,Atul Sabharwal,"Prithviraj Sukumaran, Arjun Kapoor, Rishi Kapoor, Jackie Shroff, Sasha Agha, Swara Bhaskar, Amrita Singh",36.0,37.0,2h 17m,2013,6.4,4500,Crime,70.24,68.34,Average,1.0277777777777777
Nautanki_Saala,Nautanki Saala,https://wikipedia.org/wiki/Nautanki_Saala,Rohan Sippy,"Bhushan Kumar, Krishan Kumar, Dua, Ramesh Sippy, Roopa de Choudhury",,"Ayushmann Khurrana, Pooja Salvi, Kunaal Roy Kapur, Evelyn Sharma, Gaelyn Mendonca",20.0,22.0,1h 59m,2013,5.8,4500,Comedy,41.76,37.97,Average,1.1
Haraamkhor,Haraamkhor,https://wikipedia.org/wiki/Haraamkhor,Shlok Sharma,"Guneet Amarpreet Kaur, Anurag Kashyap, Feroze Alameer, Achin Jain",Shlok Sharma,"Nawazuddin Siddiqui, Shweta Tripathi",2.25,2.0,1h 30m,2015,6.3,4500,Drama,3.38,3.8,Flop,0.8888888888888888
Ram_Jaane,Ram Jaane: God Knows,https://wikipedia.org/wiki/Ram_Jaane,Rajiv Mehra,Parvesh C. Mehra,Vinay Shukla,"Shah Rukh Khan, Juhi Chawla, Vivek Mushran, Pankaj Kapur, Puneet Issar, Tinnu Anand, Deven Verma, Gulshan Grover",3.75,15.0,2h 2m,1995,5.4,4400,Action,81.28,20.32,Blockbuster,4.0
Murder_(2004_film),Murder,https://wikipedia.org/wiki/Murder_(2004_film),Anurag Basu,"Mukesh Bhatt, Mahesh Bhatt",Anurag Basu,"Emraan Hashmi, Ashmit Patel, Mallika Sherawat",5.0,25.0,2h 10m,2004,5.5,4400,Thriller,80.18,16.04,Blockbuster,5.0
Humko_Deewana_Kar_Gaye,Humko Deewana Kar Gaye,https://wikipedia.org/wiki/Humko_Deewana_Kar_Gaye,Raj Kanwar,"Raj Kanwar, Bhushan Kumar, Krishan Kumar Dua",Raj Kanwar,"Akshay Kumar, Katrina Kaif, Bipasha Basu, Anil Kapoor, Vivek Shauq, Bhagyashree",18.0,28.0,2h 35m,2006,5.2,4400,Romance,79.92,51.38,Semihit,1.5555555555555556
Saheb_Biwi_Aur_Gangster,Saheb Biwi Aur Gangster,https://wikipedia.org/wiki/Saheb_Biwi_Aur_Gangster,Tigmanshu Dhulia,"Rahul Mittra, Tigmanshu Dhulia",,"Jimmy Sheirgill, Mahi Gill, Randeep Hooda",6.0,11.0,1h 58m,2011,7.1,4400,Thriller,23.46,12.8,Hit,1.8333333333333333
