Movie_Name,Duration,Year,Rating,Rating_count
Mukkabaaz,2h 34m,2017,8,8700
13B: Fear Has a New Address,2h 18m,2009,7.3,8700
Chillar Party,2h 15m,2011,7.5,8700
Phir Bhi Dil Hai Hindustani,2h 40m,2000,6.1,8700
Guide,3h 3m,1965,8.3,8700
Raabta,2h 27m,2017,4.7,8700
Bad Boy,2h 2m,2023,6.8,8600
Kill,1h 45m,2023,7.9,8600
Duplicate,2h 44m,1998,5.6,8600
MSG 2 the Messenger,2h 14m,2015,7.1,8600
Khiladi,2h 37m,1992,7.1,8500
Gandhi Godse Ek Yudh,1h 50m,2023,6.7,8500
Delhi-6,2h 21m,2009,6.2,8500
Raja Hindustani,2h 57m,1996,6.1,8500
Force,2h 17m,2011,6.5,8500
Saawariya,2h 22m,2007,5.2,8500
Pati Patni Aur Woh,2h 6m,2019,5.8,8400
Jahaan Chaar Yaar,2h 6m,2022,3.3,8400
Sachin,2h 18m,2017,8.5,8400
Ishaqzaade,2h,2012,6.5,8400
Raju Ban Gaya Gentleman,2h 32m,1992,6.7,8400
Jawaani Jaaneman,1h 59m,2020,6.5,8300
Befikre,2h 10m,2016,4.1,8300
"Amar, Akbar and Anthony",3h 4m,1977,7.4,8300
Street Dancer 3D,2h 26m,2020,3.7,8300
Shabaash Mithu,2h 36m,2022,5.6,8300
King of Kotha,2h 54m,2023,6.1,8300
Lupt,1h 50m,2018,4.6,8300
Salaam Namaste,2h 38m,2005,6.2,8200
Drive,2h 27m,2019,3.2,8200
The Accidental Prime Minister,1h 52m,2019,6,8200
Sukhee,2h 19m,2023,6,8200
Nil Battey Sannata,1h 40m,2015,8.2,8100
Earth,1h 50m,1998,7.6,8100
Bunty Aur Babli,2h 50m,2005,6.2,8100
Dhadkan,2h 41m,2000,6.5,8100
Awarapan,2h 6m,2007,7.4,8100
Agent Vinod,2h 37m,2012,5.2,8100
Buddha in a Traffic Jam,1h 54m,2016,7.2,8100
Thar,1h 48m,2022,6.1,800
Janhit Mein Jaari,2h 26m,2022,6.8,800
Socha Na Tha,2h 17m,2005,7.4,800
Yodha,2h 10m,2024,5.7,800
Half Girlfriend,2h 15m,2017,4.6,800
Malamaal Weekly,2h 17m,2006,7,800
Panga,2h 11m,2020,6.8,7900
Total Dhamaal,2h 10m,2019,4.2,7900
Bob Biswas,2h 11m,2021,6.7,7900
Ek Hasina Thi,2h,2004,7.5,7900
Satyameva Jayate,2h 20m,2018,5.7,7900
Shamitabh,2h 35m,2015,6.7,7900
Roy,2h 26m,2015,3.2,7900
Khiladi 786,2h 21m,2012,4.3,7900
Badmaash Company,2h 22m,2010,6.1,7900
Sarkar Raj,2h 5m,2008,6.7,7900
Tottaa Pataaka Item Maal,1h 47m,2019,6.3,7900
Dolly Kitty and Those Twinkling Stars,2h 6m,2019,5.2,7900
Aligarh,1h 54m,2015,7.8,7800
Saathiya,2h 18m,2002,6.8,7800
Murder 2,2h 7m,2011,6.3,7800
Hum Do Hamare Do,2h 8m,2021,6,7800
Baar Baar Dekho,2h 21m,2016,5.4,7800
Dhol,2h 25m,2007,6.5,7800
Hum Tumhare Hain Sanam,2h 54m,2002,5.4,7700
Qala,1h 59m,2022,7.2,7700
Mission Kashmir,2h 34m,2000,6.6,7700
Stanley Ka Dabba,1h 36m,2011,7.8,7700
Once Upon a Time in Mumbai Dobaara!,2h 40m,2013,4.4,7700
Padosan,2h 37m,1968,8.1,7600
Shootout at Wadala,2h 35m,2013,6,7600
Kambakkht Ishq,2h 22m,2009,3.8,7600
102 Not Out,1h 42m,2018,7.4,7600
Saajan,3h 13m,1991,7.2,7500
Dedh Ishqiya,2h 32m,2014,7,7500
Naam Shabana,2h 27m,2017,6.2,7500
ABCD (Any Body Can Dance),2h 40m,2013,6.3,7500
Deewana,3h 5m,1992,6.7,7500
Uunchai,2h 53m,2022,7,7500
Sarfira,2h 35m,2024,8.4,7500
A Gentleman,2h 25m,2017,6.2,7500
Anjaana Anjaani,2h 31m,2010,5.7,7500
MSG the Warrior: Lion Heart,2h,2016,7.2,7500
Pyaasa,2h 26m,1957,8.3,7400
Jannat: In Search of Heaven...,2h 20m,2008,6.9,7400
Tikli and Laxmi Bomb,2h 31m,2017,7,7300
Khufiya,2h 37m,2023,6.1,7300
Anjaam,2h 50m,1994,6.6,7300
Lipstick Under My Burkha,1h 57m,2016,6.8,7300
Ek Main Aur Ekk Tu,1h 50m,2012,5.8,7300
Pari,2h 16m,2018,6.6,7200
Any Body Can Dance 2,2h 34m,2015,5.4,7200
Ram Gopal Varma Ki Aag,2h 51m,2007,1.4,7100
Chamatkar,2h 51m,1992,6.5,7100
All the Best: Fun Begins,2h 24m,2009,6.2,7100
Page 3,2h 19m,2005,7.3,7100
Masti,2h 46m,2004,6.2,7100
Action Replayy,2h 9m,2010,4.3,700
Ishq Vishk Rebound,1h 46m,2024,6.9,700
Judwaa,2h 18m,1997,6.1,700
Jalsa,2h 6m,2022,6.6,700
Mental Hai Kya,2h 1m,2019,5.9,700
Atithi Tum Kab Jaoge?,2h 35m,2010,6.5,6900
Hamari Adhuri Kahani,2h 9m,2015,6.7,6900
The Great Indian Family,1h 52m,2023,5.7,6900
R... Rajkumar,2h 26m,2013,5.3,6900
Welcome Back,2h 32m,2015,4.3,6800
Hunterrr,2h 21m,2015,7,6800
Bluffmaster!,2h 17m,2005,6.6,6700
Grand Masti,2h 17m,2013,4.5,6700
Kanjoos Makhichoos,1h 56m,2023,6.6,6700
Gangster,2h 3m,2006,7.2,6700
Mr. & Mrs. Khiladi,2h 13m,1997,6.3,6700
Indoo Ki Jawani,1h 59m,2020,3.3,6700
Yaara,2h 10m,2020,5.9,6600
Hungama 2,2h 36m,2021,3.2,6600
Mumbai Meri Jaan,2h 14m,2008,7.7,6600
7 Khoon Maaf,2h 17m,2011,6.3,6600
Dasvidaniya,1h 53m,2008,7.8,6600
Siya,1h 57m,2022,7.5,6600
Main Khiladi Tu Anari,2h 55m,1994,6.5,6600
Desh Drohi,2h 20m,2008,1.2,6500
Trial Period,1h 45m,2023,6.9,6500
Fukrey Returns,2h 21m,2017,6.5,6500
Bombay Velvet,2h 29m,2015,5.5,6500
Bhoothnath Returns,2h 35m,2014,6.5,6400
Ajeeb Daastaans,2h 22m,2021,6.7,6400
Shaandaar,2h 24m,2015,3.6,6400
Farrey,2h 10m,2023,6.2,6400
Jogi,1h 56m,2022,7.1,6400
Kis Kisko Pyaar Karoon,2h 13m,2015,5.6,6400
Thank You,2h 5m,2011,4.8,6400
Matru Ki Bijlee Ka Mandola,2h 31m,2013,5.6,6400
Ki & Ka,2h 6m,2016,5.7,6400
Mujhse Dosti Karoge!,2h 29m,2002,5.1,6400
Biwi No. 1,2h 39m,1999,5.7,6400
Khiladiyon Ka Khiladi,2h 42m,1996,6,6300
Vadh,1h 50m,2022,7.2,6300
Chhorii,2h 9m,2021,6.7,6300
Romeo Akbar Walter,2h 21m,2019,6.7,6300
Dor,2h 27m,2006,7.9,6300
Hum Hai Rahi Pyar Ke,2h 43m,1993,7.3,6300
The Conversion,2h 14m,2022,8.2,6300
Ramprasad Ki Tehrvi,1h 55m,2019,7.5,6200
"LSD: Love, Sex Aur Dhokha",2h 35m,2010,7.1,6200
Lost,2h 4m,2022,5.7,6200
Batti Gul Meter Chalu,2h 41m,2018,5.9,6200
Crakk - Jeethegaa Toh Jiyegaa!,2h 34m,2024,4.7,6200
Daawat-e-Ishq,1h 58m,2014,6.1,6200
Parched,1h 56m,2015,7.5,6200
Blind,2h 4m,2023,4,6200
Bazaar,2h 17m,2018,6.5,6100
Panipat,2h 51m,2019,5.2,6100
Kismat Konnection,2h 33m,2008,5.3,6100
Gumraah,2h 10m,2023,6.5,6100
Bhakshak,2h 14m,2024,7.2,6100
Kahaani 2,2h 7m,2016,6.6,6100
Meri Pyaari Bindu,1h 57m,2017,6,6100
Jannat 2,2h 30m,2012,6.3,6100
Saand Ki Aankh,2h 26m,2019,7.5,6100
Force 2,2h 7m,2016,6.2,6100
Besharam,2h 23m,2013,3.5,6100
Akelli,2h 7m,2023,6.1,6100
Do Aur Do Pyaar,2h 20m,2024,6.4,600
Taish,2h 23m,2020,7.3,600
Pyaar Kiya To Darna Kya,2h 42m,1998,6.6,600
Kaal,2h 6m,2005,4.7,600
Commando,2h 4m,2013,6.3,600
Class of '83,1h 38m,2020,5.8,600
8 x 10 Tasveer,2h 2m,2009,5.4,600
Taal,2h 59m,1999,6.6,600
Do Dooni Chaar,1h 52m,2010,7.5,600
Bhoot: Part One - The Haunted Ship,1h 54m,2020,5.4,600
Azhar,2h 10m,2016,5.7,600
Ghost Stories,2h 24m,2020,4.4,600
Joker,1h 44m,2012,2.4,600
Aarakshan,2h 44m,2011,6.2,600
Photograph,1h 50m,2019,6.8,5900
Ferrari Ki Sawaari,2h 20m,2012,6.4,5900
Mind,2h 40m,1999,6.2,5900
Phas Gaye Re Obama,1h 48m,2010,7.5,5900
Main Atal Hoon,2h 19m,2024,7,5900
Good Luck Jerry,2h 28m,2022,5.5,5900
Tashan,2h,2008,3.8,5900
Angoor,2h 11m,1982,8.3,5900
Maine Pyaar Kyun Kiya,2h 25m,2005,5.6,5900
Sangharsh,2h 7m,1999,6.7,5800
Salaam-e-Ishq,3h 36m,2007,5.2,5800
Kadak Singh,2h 8m,2023,6.3,5800
Bombay Talkies,2h 7m,2013,6.6,5800
Choked,1h 54m,2020,5.7,5800
Deewane Huye Paagal,2h 38m,2005,5.5,5800
Blurr,2h 7m,2022,5.8,5800
Coolie No. 1,2h 23m,1995,6.6,5800
One 2 Ka 4,2h 49m,2001,5.5,5700
Sajini Shinde Ka Viral Video,1h 56m,2023,6.3,5700
Zwigato,1h 45m,2022,6.8,5700
Dil,2h 52m,1990,6.6,5700
Happy Bhaag Jayegi,2h 6m,2016,6.4,5700
Bhaiyya Ji,2h 30m,2024,6.6,5700
Gupt: The Hidden Truth,2h 53m,1997,7.3,5700
Durgamati: The Myth,2h 35m,2020,4,5700
Ta Ra Rum Pum,2h 33m,2007,5.7,5700
I Love You,1h 33m,2023,5.4,5700
Mausam,2h 41m,2011,4.8,5700
Silence: Can You Hear It,2h 16m,2021,6.5,5700
Ujda Chaman,2h,2019,6.9,5700
Nail Polish,2h 8m,2021,7.2,5700
Soorma,2h 11m,2018,7.3,5600
Cheeni Kum,2h 20m,2007,6.8,5600
Rahasya,2h 3m,2015,7.6,5600
Tumhari Sulu,2h 30m,2017,7,5600
The Attacks of 26/11,1h 56m,2013,6.9,5500
Sarbjit,2h 11m,2016,7.3,5500
Kurbaan,2h 41m,2009,5.7,5500
Akele Hum Akele Tum,2h 40m,1995,6.9,5500
Ek Chalis Ki Last Local,2h 23m,2007,7.3,5500
A Flying Jatt,2h 31m,2016,3.1,5500
City Lights,2h 6m,2014,7.3,5500
Ginny Weds Sunny,2h 5m,2020,5.7,5500
Taarzan: The Wonder Car,2h 43m,2004,4.7,5500
Kakuda,1h 56m,2024,5.5,5500
Phata Poster Nikla Hero,2h 26m,2013,4.9,5500
Kaante,2h 34m,2002,6.6,5500
Ghayal Once Again,2h 7m,2016,6.2,5400
Satyagraha,2h 32m,2013,5.9,5400
Laal Kaptaan,2h 35m,2019,7.2,5400
Gulmohar,2h 11m,2023,7.6,5400
Mera Naam Joker,3h 44m,1970,7.9,5400
Kochadaiiyaan,1h 58m,2014,6.2,5400
Bandit Queen,1h 59m,1994,7.5,5400
Shakthi: The Power,2h 50m,2002,6.1,5400
Chashme Baddoor,2h 1m,2013,5.4,5400
Chori Chori Chupke Chupke,2h 45m,2001,5.5,5300
14 Phere,1h 51m,2021,6.3,5300
Hazaaron Khwaishein Aisi,2h,2003,7.9,5300
36 China Town,2h 20m,2006,5.8,5300
Ghanchakkar,2h 17m,2013,5.9,5300
Blue,1h 59m,2009,3.8,5300
Baadshaho,2h 4m,2017,4.9,5300
Aiyaary,2h 37m,2018,5.3,5300
Chopsticks,1h 40m,2019,6.5,5300
Apaharan,2h 53m,2005,7.4,5200
Shaurya,2h 29m,2008,7.3,5200
Maarrich,2h 6m,2022,6.3,5200
Titli,1h 56m,2014,7.5,5200
Kaun?,1h 30m,1999,7.8,5200
Main Prem Ki Diwani Hoon,3h 17m,2003,3.8,5200
Animal World,2h 12m,2018,6.5,5100
Looop Lapeta,2h 11m,2022,5.2,5100
Raincoat,1h 57m,2004,7.7,5100
Rangoon,2h 50m,2017,5.6,5100
Ghayal,2h 43m,1990,7.7,5100
Players,2h 43m,2012,4.3,5100
Laila Majnu,2h 20m,2018,7.7,500
Laal Rang,2h 27m,2016,7.8,500
Garv: Pride and Honour,2h 42m,2004,5.6,500
God Tussi Great Ho,2h 32m,2008,3.7,500
London Dreams,2h 26m,2009,5.4,500
Mela,2h 52m,2000,3.7,500
Kuch Khattaa Ho Jaay,2h 5m,2024,5.9,4900
Mere Dad Ki Maruti,1h 41m,2013,6.4,4900
I Am Kalam,1h 28m,2010,7.9,4900
Ghoomketu,1h 48m,2020,4.9,4900
All That Breathes,1h 37m,2022,7,4900
Made in China,2h 8m,2019,6.2,4900
Har Dil Jo Pyar Karega...,2h 53m,2000,5.1,4900
OK Jaanu,2h 15m,2017,5.3,4900
Sardar Ka Grandson,2h 19m,2021,4.3,4900
Haddi,2h 14m,2023,5.6,4900
Tadap,2h 6m,2021,5.1,4800
Ek Ladki Ko Dekha Toh Aisa Laga,2h,2019,5.6,4800
Raavan,2h 10m,2010,5.4,4800
Guilty,1h 59m,2020,5.4,4800
Velle,2h 5m,2021,5.9,4800
Rakhta Charitra,2h 5m,2010,7.6,4800
Yeh Dillagi,2h 35m,1994,5.9,4800
Chintu Ka Birthday,1h 20m,2020,7.7,4800
Pareeksha,2h,2020,8,4800
Yeh Saali Zindagi,2h 10m,2011,7.4,4800
Yuvvraaj,2h 31m,2008,4.1,4700
Hello Brother,2h 19m,1999,4.7,4700
Manto,1h 52m,2018,7.3,4700
Dil Bole Hadippa!,2h 28m,2009,4.7,4700
Sabse Bada Khiladi,2h 42m,1995,5.9,4700
Khamoshi the Musical,2h 40m,1996,7.5,4700
Kyon Ki...,2h 40m,2005,5.5,4700
Dil Hai Ke Manta Nahin,2h 34m,1991,7.2,4700
Ishq Vishk,2h 14m,2003,6.1,4700
Double Dhamaal,2h 18m,2011,4,4700
Tere Naal Love Ho Gaya,2h 10m,2012,5.9,4700
Marjaavaan,2h 32m,2019,3.7,4600
Heroine,2h 29m,2012,5,4600
Yamla Pagla Deewana,2h 43m,2011,5.7,4600
Break Ke Baad,2h 25m,2010,5.2,4600
Ek Thi Daayan,2h 15m,2013,5.7,4600
Ramaiya Vastavaiya,2h 28m,2013,5.8,4600
Yeh Saali Aashiqui,2h 17m,2019,7.8,4600
Bewakoofiyaan,1h 59m,2014,5.5,4600
Raja Natwarlal,2h 21m,2014,6.2,4600
Commando 3,2h 13m,2019,5.9,4600
Chhoti Si Baat,2h 3m,1976,8.3,4500
Pataakha,2h 14m,2018,7.2,4500
Kyaa Kool Hain Hum 3,2h 4m,2016,1.9,4500
Kaamyaab,1h 49m,2018,7.8,4500
Simran,2h 4m,2017,5.2,4500
Awara,2h 48m,1951,7.8,4500
Cash,1h 58m,2021,6.5,4500
Fiza,2h 50m,2000,6,4500
Neeyat,2h 14m,2023,5.3,4500
Kill Dil,2h 7m,2014,4.4,4500
Double XL,2h 8m,2022,4.6,4500
Dhanak,1h 46m,2015,7.8,4500
Aurangzeb,2h 17m,2013,6.4,4500
Nautanki Saala,1h 59m,2013,5.8,4500
Haraamkhor,1h 30m,2015,6.3,4500
Bawarchi,2h 10m,1972,8.1,4500
Akira,2h 17m,2016,5.9,4400
Aisha,2h 6m,2010,5.1,4400
Masoom,2h 45m,1983,8.3,4400
Ram Jaane: God Knows,2h 2m,1995,5.4,4400
Murder,2h 10m,2004,5.5,4400
Hello Charlie,1h 42m,2021,5.4,4400
Humko Deewana Kar Gaye,2h 35m,2006,5.2,4400
Doordarshan,1h 59m,2020,6.1,4400
Saheb Biwi Aur Gangster,1h 58m,2011,7.1,4400
Bunty Aur Babli 2,2h 18m,2021,4.1,4400
Mubarakan,2h 36m,2017,5.6,4400
Little Baby,1h 45m,2019,3.7,4400
Action Jackson,2h 24m,2014,3.4,4400
Saina,2h 15m,2021,4.5,4300
Welcome Home,2h 6m,2020,7.4,4300
B.A. Pass,1h 35m,2012,6.4,4300
Teri Meri Kahaani,1h 57m,2012,4.9,4300
Ghatak: Lethal,2h 38m,1996,7.5,4300
Dil Toh Baccha Hai Ji,2h 23m,2011,5.9,4300
Atkan Chatkan,2h 6m,2020,7.7,4200
Shaadi Ke Side Effects,2h 25m,2014,5.6,4200
Ungli,1h 54m,2014,5.8,4200
Zanjeer,2h 25m,1973,7.5,4200
Dum Maaro Dum,2h 8m,2011,6.2,4200
Kyaa Super Kool Hain Hum,2h 16m,2012,5,4200
Mujhse Fraaandship Karoge,1h 46m,2011,6.9,4200
Raaz,2h 31m,2002,6.6,4200
Modi Ji Ki Beti,1h 44m,2022,6.6,4200
Aakrosh,2h 26m,2010,7,4100
Bullett Raja,2h 18m,2013,4.9,4100
Shor in the City,1h 52m,2010,7.2,4100
1920,2h 23m,2008,6.4,4100
Saheb Biwi Aur Gangster Returns,2h 22m,2013,6.7,4100
Margarita with a Straw,1h 40m,2014,7.2,4100
Phillauri,2h 18m,2017,6.1,4100
Three of Us,1h 39m,2022,7.5,4100
That Girl in Yellow Boots,1h 43m,2010,6.6,4100
Raaz 3,2h 19m,2012,4.2,4100
The Chess Players,2h 9m,1977,7.5,4100
1920: Horrors of the Heart,2h 2m,2023,2.6,4100
Luv Shuv Tey Chicken Khurana,2h 20m,2012,6.6,4100
London Confidential,1h 17m,2020,5.9,4100
Hind Ka Napak Ko Jawab,2h 10m,2017,6.9,4100
Bhoot,1h 53m,2003,6.4,4100
Damini,2h 55m,1993,7.8,4100
Raaz: The Mystery Continues,2h 31m,2009,5.7,400
Hate Story,2h 20m,2012,5.3,400
Bahut Hua Sammaan,2h 5m,2020,7.2,400
The Body,1h 41m,2019,5.4,400
Sooryavansham,2h 48m,1999,6.3,400
Jaani Dushman: Ek Anokhi Kahani,2h 50m,2002,2.7,400
Brij Mohan Amar Rahe,1h 45m,2017,6.5,3900
Shool,2h 18m,1999,7.7,3900
Shiva,2h 41m,1989,8,3900
Munna Michael,2h 20m,2017,3.4,3900
Darna Mana Hai,2h 1m,2003,6.3,3900
Happy Ending,2h 15m,2014,5.4,3900
Lucky: No Time for Love,3h,2005,4.6,3900
Aseq,1h 46m,2022,5.5,3900
Humraaz,2h 53m,2002,6.4,3900
Commando 2,2h 24m,2017,5.4,3900
Dulhan Hum Le Jayenge,2h 38m,2000,5.1,3900
Kyaa Kool Hai Hum,2h 52m,2005,6.1,3900
Virgin Bhanupriya,1h 51m,2020,2.5,3800
London Paris New York,1h 40m,2012,5.6,3800
Ardh,1h 24m,2022,7.5,3800
Tum Bin,2h 38m,2001,7.5,3800
Yaadein...,2h 51m,2001,4.2,3800
Parinda,2h 34m,1989,7.8,3800
Khal Nayak,3h 10m,1993,7.1,3800
Yaariyan,2h 25m,2014,2.8,3800
Suraj Pe Mangal Bhari,2h 21m,2020,5.9,3800
Zinda,1h 56m,2006,4.9,3800
Dial 100,1h 44m,2021,5.9,3800
Thackeray,2h,2019,5.4,3800
Omerta,1h 38m,2017,7.1,3800
1942: A Love Story,2h 37m,1994,7.2,3700
Kabul Express,1h 45m,2006,6.8,3700
Afwaah,2h 6m,2023,5.7,3700
Jazbaa,1h 59m,2015,5.7,3700
Haseena Maan Jaayegi,2h 27m,1999,6.3,3700
Filmistaan,1h 57m,2012,7.3,3700
Satte Pe Satta,2h 40m,1982,7.2,3700
Jism 2,2h 10m,2012,3.1,3700
Pyaar to Hona Hi Tha,2h 36m,1998,6.6,3600
Chal Mere Bhai,2h 16m,2000,4.7,3600
Baabul,2h 49m,2006,5.4,3600
Genius,2h 45m,2018,5,3600
Comedy Couple,1h 57m,2020,7.3,3600
Ten,2h 32m,2005,5.5,3600
Aaja Nachle,2h 17m,2007,6.2,3600
Zakhm,2h 5m,1998,7.9,3600
Apne,2h 53m,2007,6.1,3600
Chalo Dilli,2h 35m,2011,6.8,3600
Shubh Nikah,2h 5m,2023,7.2,3600
Sanam Re,2h,2016,3.3,3500
The Stoneman Murders,1h 35m,2009,7.3,3500
Hate Story 3,2h 6m,2015,4.6,3500
U Turn,2h 20m,2023,6.2,3500
Eklavya,1h 45m,2007,6,3500
Sadma,2h 21m,1983,8.3,3500
Bade Miyan Chote Miyan,2h 20m,1998,5.9,3500
Helmet,1h 44m,2021,6.5,3500
Pyaar Impossible,2h 20m,2010,4.9,3500
We Are Family,1h 55m,2010,5.6,3400
Hindutva,2h 24m,2022,4.8,3400
Time Traveller,1h 49m,2015,4.6,3400
Chakravyuh,2h 32m,2012,6.8,3400
Hero No. 1,2h 14m,1997,6.3,3400
LOC: Kargil,4h 15m,2003,5.4,3400
Tevar,2h 37m,2015,4.2,3400
Phörpa,1h 33m,1999,6.9,3400
Jattu Engineer,2h 19m,2017,6.2,3400
Aladin,2h 12m,2009,4.7,3400
Mast Mein Rehne Ka,2h 7m,2023,7.1,3400
Forensic,2h 14m,2022,6.3,3400
Tumko Na Bhool Paayenge,2h 40m,2002,5.6,3400
Main Aurr Mrs Khanna,1h 49m,2009,3.4,3400
Hum,3h 4m,1991,6.9,3400
Ekk Deewana Tha,2h 16m,2012,6.1,3400
Welcome to Sajjanpur,2h 13m,2008,6.9,3400
Plan A Plan B,1h 45m,2022,4.6,3400
Aan: Men at Work,2h 29m,2004,5.8,3300
Kaalakaandi,1h 52m,2018,6.2,3300
Dulhe Raja,2h 23m,1998,6.8,3300
404: Error Not Found,2h 1m,2011,7.3,3300
Katti Batti,2h 15m,2015,4.7,3300
Motichoor Chaknachoor,2h 30m,2019,5.8,3300
Chaahat,2h 31m,1996,5.5,3300
Dolly Ki Doli,1h 38m,2015,4.6,3300
Phobia,1h 52m,2016,6.8,3300
Pyaar Ke Side Effects,2h 12m,2006,6.8,3300
Jogira Sara Ra Ra,2h 1m,2023,6.8,3200
F.A.L.T.U,2h,2011,4.8,3200
Raja Babu,2h 41m,1994,6.3,3200
Notebook,1h 55m,2019,7,3200
Tribhanga,1h 35m,2021,6.2,3200
The Shaukeens,2h 4m,2014,4.8,3200
Lamhe,3h 7m,1991,7.2,3200
Dilwale,2h 52m,1994,5.6,3200
Bichhoo,2h 40m,2000,5,3200
Bank Chor,2h,2017,6,3200
Kalyug,2h 6m,2005,6.5,3200
Silsila,3h 2m,1981,7.2,3200
Chance Pe Dance,2h 2m,2010,4.8,3200
99,2h 15m,2009,7.3,3200
Sharaabi,3h,1984,7.3,3200
Haasil,2h 40m,2003,7.6,3100
Rascals,2h 8m,2011,3,3100
King Uncle,2h 51m,1993,5.3,3100
Rakhta Charitra 2,2h 15m,2010,6.5,3100
Deewangee,2h 49m,2002,6.5,3100
Great Grand Masti,2h 14m,2016,3.7,3100
Jalebi,1h 52m,2018,6.1,3100
Ek Kori Prem Katha,2h 9m,2024,7.2,3100
Cargo,1h 59m,2019,5.7,3100
Shaan,3h 1m,1980,7,3100
When One Falls in Love,2h 34m,1998,5.9,3100
One Two Three,2h 15m,2008,5.5,3100
Luck,2h 21m,2009,4.9,3100
Total Chaos,1h 48m,2014,5,3100
Muqaddar Ka Sikandar,3h 9m,1978,7.4,3100
Vaah! Life Ho Toh Aisi!,2h 33m,2005,4.7,3100
Na Tum Jaano Na Hum,2h 38m,2002,4.9,3100
Bbuddah... Hoga Terra Baap,1h 54m,2011,5.6,3100
B.A. Pass 3,2h 16m,2021,5,3100
Sunday,2h 15m,2008,5.5,3100
Khichdi: The Movie,2h,2010,7.3,300
Jaanwar,2h 52m,1999,5.9,300
Lucknow Central,2h 13m,2017,6.2,300
Mastizaade,1h 59m,2016,2.4,300
Abhimaan,2h 2m,1973,7.8,300
Shree 420,2h 48m,1955,7.9,300
Freaky Ali,2h,2016,5,300
Baa Baaa Black Sheep,1h 43m,2018,5.4,300
Being Cyrus,1h 30m,2005,7.1,300
Soni,1h 37m,2018,7.1,300
Pinjar,3h 8m,2003,7.9,300
Code Name: Tiranga,2h 17m,2022,3.3,300
Trimurti: Bond of Three,3h 7m,1995,4.8,300
Namaste England,2h 21m,2018,2.1,300
Why Cheat India,2h 1m,2019,6.1,300
Begum Jaan,2h 8m,2017,5.6,300
Marudhar Express,1h 46m,2019,4.9,300
Pihu,1h 31m,2016,6.7,300
Thoda Pyaar Thoda Magic,2h 25m,2008,5,300
No Problem,2h 19m,2010,4.5,300
Dybbuk: The Curse Is Real,1h 52m,2021,5,300
Deewana Mastana,2h 20m,1997,6.6,300
Angry Indian Goddesses,1h 55m,2015,6.9,300
Honeymoon Travels Pvt. Ltd.,1h 58m,2007,6.1,300
Fida,2h 2m,2004,5.5,300
Ram Lakhan,2h 54m,1989,6.7,300
Dil Dosti Etc,1h 52m,2007,6.9,300
Virasat,2h 45m,1997,7.4,300
Zanjeer,2h 17m,2013,3.4,2900
Sherdil,2h,2022,6.6,2900
Bastar: The Naxal Story,2h 4m,2024,6.4,2900
Fauji Calling,2h 14m,2021,5.4,2900
Lajja,3h 22m,2001,6.6,2900
Murder 3,2h 4m,2013,5,2900
Mickey Virus,2h 15m,2013,6.1,2900
Sadak,2h 14m,1991,6.4,2900
Dhan Dhana Dhan Goal,2h 47m,2007,5.1,2900
What's Your Raashee?,3h 15m,2009,4.8,2900
Pagalpanti,2h 29m,2019,3.3,2900
Yeh Hai Jalwa,2h 45m,2002,4.8,2900
Sardaar Gabbar Singh,2h 44m,2016,4.6,2900
Hero,2h 25m,2015,3.6,2900
Namak Halaal,2h 51m,1982,7.2,2800
Judaai,2h 47m,1997,6.1,2800
Ragini MMS,1h 33m,2011,5.1,2800
Loev,1h 32m,2015,5.9,2800
Kaagaz Ke Phool,2h 28m,1959,7.8,2800
Gone Kesh,1h 50m,2019,6.8,2800
Dulha Mil Gaya,2h 32m,2010,4.3,2800
The Warrior,1h 26m,2001,6.7,2800
Mere Desh Ki Dharti,1h 51m,2022,6.9,2800
Chandni Bar,2h 30m,2001,7.6,2800
Kaala Patthar,2h 56m,1979,7.6,2800
Running Shaadi,1h 54m,2017,6.4,2800
Chatrapathi,2h 4m,2023,3.8,2800
Aap Mujhe Achche Lagne Lage,3h,2002,3.1,2800
Traffic,1h 44m,2016,6.7,2800
Andaaz,2h 25m,2003,5.2,2800
1971,2h 16m,2007,8.2,2800
Dosti: Friends Forever,2h 16m,2005,5.3,2800
The Zoya Factor,2h 14m,2019,4.4,2800
Maja Ma,2h 14m,2022,6.2,2700
Tara vs Bilal,2h 6m,2022,5.9,2700
One Day: Justice Delivered,2h 4m,2019,5.1,2700
Drona,2h 18m,2008,2,2700
Jodi No. 1,3h,2001,5.8,2700
Laaga Chunari Mein Daag,2h 2m,2007,5.4,2700
Tiku Weds Sheru,1h 52m,2023,3.3,2700
Toolsidas Junior,2h 12m,2022,7.4,2700
Rann,2h 17m,2010,6.9,2700
10.0 Earthquake,1h 28m,2014,3.5,2700
Inkaar,2h 5m,2013,6.1,2700
Haunted - 3D,2h 23m,2011,6.3,2700
Indian,2h 58m,2001,5.4,2700
Unpaused,1h 53m,2020,7,2700
Bewafaa,2h 31m,2005,4.2,2700
U Me Aur Hum,2h 36m,2008,5.8,2700
English Babu Desi Mem,2h 50m,1996,4.6,2700
Mitron,1h 59m,2018,6.9,2700
Chashme Buddoor,2h 25m,1981,7.9,2700
Pukar,2h 56m,2000,6.7,2700
Love Story 2050,3h,2008,2.6,2700
Jeet,3h,1996,5.8,2700
Chef,2h 13m,2017,5.7,2600
The Y,1h 50m,2023,5.4,2600
Coolie,2h 57m,1983,6.6,2600
